State,State FIPS,County FIPS,IECC Climate Zone,IECC Moisture Regime,BA Climate Zone,County Name
VA,51,810,4,A,Mixed-Humid,Virginia Beach (city)
VA,51,187,4,A,Mixed-Humid,Warren
VA,51,191,4,A,Mixed-Humid,Washington
VA,51,820,4,A,Mixed-Humid,Waynesboro (city)
VA,51,193,4,A,Mixed-Humid,Westmoreland
VA,51,830,4,A,Mixed-Humid,Williamsburg (city)
VA,51,840,4,A,Mixed-Humid,Winchester (city)
VA,51,195,4,A,Mixed-Humid,Wise
VA,51,197,4,A,Mixed-Humid,Wythe
VA,51,199,4,A,Mixed-Humid,York
VI,78,010,1,A,Hot-Humid,St. Croix Island
VI,78,020,1,A,Hot-Humid,St. John Island
VI,78,030,1,A,Hot-Humid,St. Thomas Island
VT,50,001,6,A,Cold,Addison
VT,50,003,6,A,Cold,Bennington
VT,50,005,6,A,Cold,Caledonia
VT,50,007,6,A,Cold,Chittenden
VT,50,009,6,A,Cold,Essex
VT,50,011,6,A,Cold,Franklin
VT,50,013,6,A,Cold,Grand Isle
VT,50,015,6,A,Cold,Lamoille
VT,50,017,6,A,Cold,Orange
VT,50,019,6,A,Cold,Orleans
VT,50,021,6,A,Cold,Rutland
VT,50,023,6,A,Cold,Washington
VT,50,025,6,A,Cold,Windham
VT,50,027,6,A,Cold,Windsor
WA,53,001,5,B,Cold,Adams
WA,53,003,5,B,Cold,Asotin
WA,53,005,5,B,Cold,Benton
WA,53,007,5,B,Cold,Chelan
WA,53,009,4,C,Marine,Clallam
WA,53,011,4,C,Marine,Clark
WA,53,013,5,B,Cold,Columbia
WA,53,015,4,C,Marine,Cowlitz
WA,53,017,5,B,Cold,Douglas
WA,53,019,6,B,Cold,Ferry
WA,53,021,5,B,Cold,Franklin
WA,53,023,5,B,Cold,Garfield
WA,53,025,5,B,Cold,Grant
WA,53,027,4,C,Marine,Grays Harbor
WA,53,029,4,C,Marine,Island
WA,53,031,4,C,Marine,Jefferson
WA,53,033,4,C,Marine,King
WA,53,035,4,C,Marine,Kitsap
WA,53,037,5,B,Cold,Kittitas
WA,53,039,5,B,Cold,Klickitat
WA,53,041,4,C,Marine,Lewis
WA,53,043,5,B,Cold,Lincoln
WA,53,045,4,C,Marine,Mason
WA,53,047,6,B,Cold,Okanogan
WA,53,049,4,C,Marine,Pacific
WA,53,051,6,B,Cold,Pend Oreille
WA,53,053,4,C,Marine,Pierce
WA,53,055,4,C,Marine,San Juan
WA,53,057,4,C,Marine,Skagit
WA,53,059,5,B,Cold,Skamania
WA,53,061,4,C,Marine,Snohomish
WA,53,063,5,B,Cold,Spokane
WA,53,065,6,B,Cold,Stevens
WA,53,067,4,C,Marine,Thurston
WA,53,069,4,C,Marine,Wahkiakum
WA,53,071,5,B,Cold,Walla Walla
WA,53,073,4,C,Marine,Whatcom
WA,53,075,5,B,Cold,Whitman
WA,53,077,5,B,Cold,Yakima
WI,55,001,6,A,Cold,Adams
WI,55,003,7,N/A,Very Cold,Ashland
WI,55,005,6,A,Cold,Barron
WI,55,007,7,N/A,Very Cold,Bayfield
WI,55,009,6,A,Cold,Brown
WI,55,011,6,A,Cold,Buffalo
WI,55,013,7,N/A,Very Cold,Burnett
WI,55,015,6,A,Cold,Calumet
WI,55,017,6,A,Cold,Chippewa
WI,55,019,6,A,Cold,Clark
WI,55,021,6,A,Cold,Columbia
WI,55,023,6,A,Cold,Crawford
WI,55,025,6,A,Cold,Dane
WI,55,027,6,A,Cold,Dodge
WI,55,029,6,A,Cold,Door
WI,55,031,7,N/A,Very Cold,Douglas
WI,55,033,6,A,Cold,Dunn
WI,55,035,6,A,Cold,Eau Claire
WI,55,037,7,N/A,Very Cold,Florence
WI,55,039,6,A,Cold,Fond du Lac
WI,55,041,7,N/A,Very Cold,Forest
WI,55,043,6,A,Cold,Grant
WI,55,045,6,A,Cold,Green
WI,55,047,6,A,Cold,Green Lake
WI,55,049,6,A,Cold,Iowa
WI,55,051,7,N/A,Very Cold,Iron
WI,55,053,6,A,Cold,Jackson
WI,55,055,6,A,Cold,Jefferson
WI,55,057,6,A,Cold,Juneau
WI,55,059,6,A,Cold,Kenosha
WI,55,061,6,A,Cold,Kewaunee
WI,55,063,6,A,Cold,La Crosse
WI,55,065,6,A,Cold,Lafayette
WI,55,067,7,N/A,Very Cold,Langlade
WI,55,069,7,N/A,Very Cold,Lincoln
WI,55,071,6,A,Cold,Manitowoc
WI,55,073,6,A,Cold,Marathon
WI,55,075,6,A,Cold,Marinette
WI,55,077,6,A,Cold,Marquette
WI,55,078,6,A,Cold,Menominee
WI,55,079,6,A,Cold,Milwaukee
WI,55,081,6,A,Cold,Monroe
WI,55,083,6,A,Cold,Oconto
WI,55,085,7,N/A,Very Cold,Oneida
WI,55,087,6,A,Cold,Outagamie
WI,55,089,6,A,Cold,Ozaukee
WI,55,091,6,A,Cold,Pepin
WI,55,093,6,A,Cold,Pierce
WI,55,095,6,A,Cold,Polk
WI,55,097,6,A,Cold,Portage
WI,55,099,7,N/A,Very Cold,Price
WI,55,101,6,A,Cold,Racine
WI,55,103,6,A,Cold,Richland
WI,55,105,6,A,Cold,Rock
WI,55,107,6,A,Cold,Rusk
WI,55,111,6,A,Cold,Sauk
WI,55,113,7,N/A,Very Cold,Sawyer
WI,55,115,6,A,Cold,Shawano
WI,55,117,6,A,Cold,Sheboygan
WI,55,109,6,A,Cold,St. Croix
WI,55,119,7,N/A,Very Cold,Taylor
WI,55,121,6,A,Cold,Trempealeau
WI,55,123,6,A,Cold,Vernon
WI,55,125,7,N/A,Very Cold,Vilas
WI,55,127,6,A,Cold,Walworth
WI,55,129,7,N/A,Very Cold,Washburn
WI,55,131,6,A,Cold,Washington
WI,55,133,6,A,Cold,Waukesha
WI,55,135,6,A,Cold,Waupaca
WI,55,137,6,A,Cold,Waushara
WI,55,139,6,A,Cold,Winnebago
WI,55,141,6,A,Cold,Wood
WV,54,001,5,A,Cold,Barbour
WV,54,003,4,A,Mixed-Humid,Berkeley
WV,54,005,4,A,Mixed-Humid,Boone
WV,54,007,4,A,Mixed-Humid,Braxton
WV,54,009,5,A,Cold,Brooke
WV,54,011,4,A,Mixed-Humid,Cabell
WV,54,013,4,A,Mixed-Humid,Calhoun
WV,54,015,4,A,Mixed-Humid,Clay
WV,54,017,5,A,Cold,Doddridge
WV,54,019,5,A,Cold,Fayette
WV,54,021,4,A,Mixed-Humid,Gilmer
WV,54,023,5,A,Cold,Grant
WV,54,025,5,A,Cold,Greenbrier
WV,54,027,5,A,Cold,Hampshire
WV,54,029,5,A,Cold,Hancock
WV,54,031,5,A,Cold,Hardy
WV,54,033,5,A,Cold,Harrison
WV,54,035,4,A,Mixed-Humid,Jackson
WV,54,037,4,A,Mixed-Humid,Jefferson
WV,54,039,4,A,Mixed-Humid,Kanawha
WV,54,041,5,A,Cold,Lewis
WV,54,043,4,A,Mixed-Humid,Lincoln
WV,54,045,4,A,Mixed-Humid,Logan
WV,54,049,5,A,Cold,Marion
WV,54,051,5,A,Cold,Marshall
WV,54,053,4,A,Mixed-Humid,Mason
WV,54,047,4,A,Mixed-Humid,McDowell
WV,54,055,4,A,Mixed-Humid,Mercer
WV,54,057,5,A,Cold,Mineral
WV,54,059,4,A,Mixed-Humid,Mingo
WV,54,061,5,A,Cold,Monongalia
WV,54,063,4,A,Mixed-Humid,Monroe
WV,54,065,4,A,Mixed-Humid,Morgan
WV,54,067,5,A,Cold,Nicholas
WV,54,069,5,A,Cold,Ohio
WV,54,071,5,A,Cold,Pendleton
WV,54,073,4,A,Mixed-Humid,Pleasants
WV,54,075,5,A,Cold,Pocahontas
WV,54,077,5,A,Cold,Preston
WV,54,079,4,A,Mixed-Humid,Putnam
WV,54,081,5,A,Cold,Raleigh
WV,54,083,5,A,Cold,Randolph
WV,54,085,4,A,Mixed-Humid,Ritchie
WV,54,087,4,A,Mixed-Humid,Roane
WV,54,089,5,A,Cold,Summers
WV,54,091,5,A,Cold,Taylor
WV,54,093,5,A,Cold,Tucker
WV,54,095,4,A,Mixed-Humid,Tyler
WV,54,097,5,A,Cold,Upshur
WV,54,099,4,A,Mixed-Humid,Wayne
WV,54,101,5,A,Cold,Webster
WV,54,103,5,A,Cold,Wetzel
WV,54,105,4,A,Mixed-Humid,Wirt
WV,54,107,4,A,Mixed-Humid,Wood
WV,54,109,4,A,Mixed-Humid,Wyoming
WY,56,001,6,B,Cold,Albany
WY,56,003,6,B,Cold,Big Horn
WY,56,005,6,B,Cold,Campbell
WY,56,007,6,B,Cold,Carbon
WY,56,009,6,B,Cold,Converse
WY,56,011,6,B,Cold,Crook
WY,56,013,6,B,Cold,Fremont
WY,56,015,5,B,Cold,Goshen
WY,56,017,6,B,Cold,Hot Springs
WY,56,019,6,B,Cold,Johnson
WY,56,021,6,B,Cold,Laramie
WY,56,023,7,N/A,Very Cold,Lincoln
WY,56,025,6,B,Cold,Natrona
WY,56,027,6,B,Cold,Niobrara
WY,56,029,6,B,Cold,Park
WY,56,031,5,B,Cold,Platte
WY,56,033,6,B,Cold,Sheridan
WY,56,035,7,N/A,Very Cold,Sublette
WY,56,037,6,B,Cold,Sweetwater
WY,56,039,7,N/A,Very Cold,Teton
WY,56,041,6,B,Cold,Uinta
WY,56,043,6,B,Cold,Washakie
WY,56,045,6,B,Cold,Weston
